condition,replicate,major_category,label,category_n,feature,observed,expected,lift,z_score,empirical_p
drop_10pct,5,ネコ,Neko,466,taboo_time_weather,93,89.166,1.043,0.4565,0.36128
drop_10pct,5,ネコ,Neko,466,actors,96,127.376,0.75367,-3.184,0.002
drop_10pct,5,ネコ,Neko,466,actions,42,44.562,0.94251,-0.3978,0.36727
drop_10pct,5,ネコ,Neko,466,strict_boundary_interface,106,122.038,0.86858,-1.695,0.05389
drop_10pct,5,ヒノタマ,Hitodama,249,hydrology,34,47.766,0.7118,-2.2816,0.01796
drop_10pct,5,ヒノタマ,Hitodama,249,mobility,32,41.762,0.76625,-1.6841,0.0479
drop_10pct,5,ヒノタマ,Hitodama,249,boundary,58,44.016,1.3177,2.2354,0.01597
drop_10pct,5,ヒノタマ,Hitodama,249,livelihood,22,43.432,0.50654,-3.5378,0.00399
drop_10pct,5,ヒノタマ,Hitodama,249,dwelling,56,55.766,1.0042,0.0356,0.51697
drop_10pct,5,ヒノタマ,Hitodama,249,death_ritual,53,39.124,1.35467,2.4846,0.00798
drop_10pct,5,ヒノタマ,Hitodama,249,taboo_time_weather,79,44.78,1.76418,5.6781,0.002
drop_10pct,5,ヒノタマ,Hitodama,249,actors,34,65.374,0.52008,-4.5458,0.002
drop_10pct,5,ヒノタマ,Hitodama,249,actions,48,28.856,1.66343,4.1838,0.002
drop_10pct,5,ヒノタマ,Hitodama,249,strict_boundary_interface,64,63.912,1.00138,0.0126,0.53493
drop_20pct,1,その他,Other,19084,hydrology,2710,2989.832,0.90641,-8.664,0.002
drop_20pct,1,その他,Other,19084,mobility,1993,2078.146,0.95903,-3.1802,0.002
drop_20pct,1,その他,Other,19084,boundary,3231,2987.962,1.08134,8.119,0.002
drop_20pct,1,その他,Other,19084,livelihood,3181,3296.578,0.96494,-3.4836,0.002
drop_20pct,1,その他,Other,19084,dwelling,4756,4662.202,1.02012,2.3979,0.00798
drop_20pct,1,その他,Other,19084,death_ritual,2452,2630.292,0.93222,-5.9207,0.002
drop_20pct,1,その他,Other,19084,taboo_time_weather,3788,3894.118,0.97275,-2.8768,0.002
drop_20pct,1,その他,Other,19084,actors,3642,3847.654,0.94655,-5.7994,0.002
drop_20pct,1,その他,Other,19084,actions,1062,1028.786,1.03228,1.767,0.04192
drop_20pct,1,その他,Other,19084,strict_boundary_interface,3783,3922.248,0.9645,-3.9113,0.002
drop_20pct,1,キツネ,Kitsune,3618,hydrology,389,602.834,0.64529,-10.5785,0.002
drop_20pct,1,キツネ,Kitsune,3618,mobility,394,358.848,1.09796,2.1522,0.01198
drop_20pct,1,キツネ,Kitsune,3618,boundary,321,574.74,0.55851,-12.956,0.002
drop_20pct,1,キツネ,Kitsune,3618,livelihood,830,640.88,1.29509,9.003,0.002
drop_20pct,1,キツネ,Kitsune,3618,dwelling,865,896.13,0.96526,-1.3218,0.09581
drop_20pct,1,キツネ,Kitsune,3618,death_ritual,183,482.998,0.37888,-16.2732,0.002
drop_20pct,1,キツネ,Kitsune,3618,taboo_time_weather,707,714.392,0.98965,-0.3246,0.38323
drop_20pct,1,キツネ,Kitsune,3618,actors,645,715.678,0.90124,-3.1697,0.002
drop_20pct,1,キツネ,Kitsune,3618,actions,130,182.376,0.71281,-4.3969,0.002
drop_20pct,1,キツネ,Kitsune,3618,strict_boundary_interface,546,749.804,0.72819,-9.5182,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,hydrology,732,367.512,1.99177,22.2059,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,mobility,237,242.948,0.97552,-0.4146,0.34531
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,boundary,507,380.696,1.33177,7.5978,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,livelihood,385,402.876,0.95563,-1.0315,0.17166
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,dwelling,548,562.982,0.97339,-0.7561,0.27345
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,death_ritual,208,310.678,0.6695,-6.7948,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,taboo_time_weather,583,475.608,1.2258,5.788,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,actors,714,471.05,1.51576,13.0749,0.002
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,actions,98,121.516,0.80648,-2.3569,0.00998
drop_20pct,1,ヘビ・リュウ,Snake/Dragon,2335,strict_boundary_interface,691,481.802,1.4342,11.6568,0.002
drop_20pct,1,ユウレイ,Yurei,1641,hydrology,145,250.874,0.57798,-7.7046,0.002
drop_20pct,1,ユウレイ,Yurei,1641,mobility,275,172.92,1.59033,7.996,0.002
drop_20pct,1,ユウレイ,Yurei,1641,boundary,232,242.27,0.95761,-0.758,0.22954
drop_20pct,1,ユウレイ,Yurei,1641,livelihood,127,265.07,0.47912,-9.2469,0.002
drop_20pct,1,ユウレイ,Yurei,1641,dwelling,446,392.946,1.13502,3.0825,0.002
drop_20pct,1,ユウレイ,Yurei,1641,death_ritual,1212,248.566,4.87597,72.2463,0.002
drop_20pct,1,ユウレイ,Yurei,1641,taboo_time_weather,352,328.314,1.07214,1.4785,0.06786
drop_20pct,1,ユウレイ,Yurei,1641,actors,276,314.788,0.87678,-2.4742,0.00798
drop_20pct,1,ユウレイ,Yurei,1641,actions,139,88.73,1.56655,5.394,0.002
drop_20pct,1,ユウレイ,Yurei,1641,strict_boundary_interface,366,325.674,1.12382,2.6381,0.00599
drop_20pct,1,カッパ,Kappa,1412,hydrology,736,238.478,3.08624,36.2707,0.002
drop_20pct,1,カッパ,Kappa,1412,mobility,126,153.638,0.82011,-2.6018,0.00599
drop_20pct,1,カッパ,Kappa,1412,boundary,151,193.76,0.77931,-3.4331,0.002
drop_20pct,1,カッパ,Kappa,1412,livelihood,376,239.568,1.56949,10.3117,0.002
drop_20pct,1,カッパ,Kappa,1412,dwelling,238,329.824,0.7216,-6.1113,0.002
drop_20pct,1,カッパ,Kappa,1412,death_ritual,85,193.754,0.4387,-9.0441,0.002
drop_20pct,1,カッパ,Kappa,1412,taboo_time_weather,171,281.706,0.60702,-7.3408,0.002
drop_20pct,1,カッパ,Kappa,1412,actors,356,278.842,1.27671,5.5743,0.002
drop_20pct,1,カッパ,Kappa,1412,actions,68,79.088,0.8598,-1.3551,0.0998
drop_20pct,1,カッパ,Kappa,1412,strict_boundary_interface,408,282.246,1.44555,9.1704,0.002
drop_20pct,1,タヌキ,Tanuki,1268,hydrology,131,190.208,0.68872,-4.9855,0.002
drop_20pct,1,タヌキ,Tanuki,1268,mobility,175,138.79,1.2609,3.5582,0.002
drop_20pct,1,タヌキ,Tanuki,1268,boundary,184,207.768,0.8856,-1.8813,0.03393
drop_20pct,1,タヌキ,Tanuki,1268,livelihood,174,213.15,0.81633,-3.0453,0.00399
drop_20pct,1,タヌキ,Tanuki,1268,dwelling,307,307.39,0.99873,-0.026,0.50499
drop_20pct,1,タヌキ,Tanuki,1268,death_ritual,69,172.55,0.39988,-8.2379,0.002
drop_20pct,1,タヌキ,Tanuki,1268,taboo_time_weather,338,263.178,1.2843,5.0065,0.002
drop_20pct,1,タヌキ,Tanuki,1268,actors,261,249.178,1.04744,0.841,0.20958
drop_20pct,1,タヌキ,Tanuki,1268,actions,81,66.962,1.20964,1.7863,0.05389
drop_20pct,1,タヌキ,Tanuki,1268,strict_boundary_interface,254,261.646,0.97078,-0.5329,0.31936
drop_20pct,1,テング,Tengu,1224,hydrology,138,190.432,0.72467,-4.2447,0.002
drop_20pct,1,テング,Tengu,1224,mobility,79,123.448,0.63995,-4.2025,0.002
drop_20pct,1,テング,Tengu,1224,boundary,164,199.91,0.82037,-2.7825,0.002
drop_20pct,1,テング,Tengu,1224,livelihood,163,203.272,0.80188,-3.033,0.00399
drop_20pct,1,テング,Tengu,1224,dwelling,207,286.432,0.72268,-5.7729,0.002
drop_20pct,1,テング,Tengu,1224,death_ritual,34,159.78,0.21279,-11.1929,0.002
drop_20pct,1,テング,Tengu,1224,taboo_time_weather,254,247.612,1.0258,0.4363,0.3493
drop_20pct,1,テング,Tengu,1224,actors,262,242.406,1.08083,1.4063,0.08982
drop_20pct,1,テング,Tengu,1224,actions,87,64.05,1.35831,3.0743,0.00399
drop_20pct,1,テング,Tengu,1224,strict_boundary_interface,219,248.242,0.8822,-2.0722,0.02196
drop_20pct,1,オニ,Oni,807,hydrology,104,127.074,0.81842,-2.296,0.00998
drop_20pct,1,オニ,Oni,807,mobility,129,86.776,1.48659,4.8332,0.002
drop_20pct,1,オニ,Oni,807,boundary,164,129.646,1.26498,3.4547,0.00399
drop_20pct,1,オニ,Oni,807,livelihood,168,140.468,1.196,2.6597,0.01597
drop_20pct,1,オニ,Oni,807,dwelling,233,193.714,1.2028,3.3026,0.002
drop_20pct,1,オニ,Oni,807,death_ritual,81,109.29,0.74115,-2.9767,0.00399
drop_20pct,1,オニ,Oni,807,taboo_time_weather,169,165.708,1.01987,0.3036,0.38523
drop_20pct,1,オニ,Oni,807,actors,177,160.334,1.10395,1.4416,0.08184
drop_20pct,1,オニ,Oni,807,actions,35,41.618,0.84098,-1.1011,0.14371
drop_20pct,1,オニ,Oni,807,strict_boundary_interface,206,167.676,1.22856,3.3891,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,hydrology,77,120.198,0.64061,-4.5041,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,mobility,30,73.304,0.40925,-5.2505,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,boundary,82,109.128,0.75141,-2.9021,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,livelihood,200,127.146,1.57299,7.3921,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,dwelling,121,170.608,0.70923,-4.4461,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,death_ritual,17,91.664,0.18546,-8.1759,0.002
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,taboo_time_weather,122,143.628,0.84942,-2.12,0.01796
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,actors,158,144.11,1.09638,1.3352,0.09581
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,actions,29,38.958,0.74439,-1.6627,0.05589
drop_20pct,1,ヤマノカミ,Yama-no-kami,722,strict_boundary_interface,124,144.814,0.85627,-2.06,0.01996
drop_20pct,1,イヌガミ,Inugami,552,hydrology,33,84.886,0.38876,-6.6173,0.002
drop_20pct,1,イヌガミ,Inugami,552,mobility,61,59.78,1.02041,0.1665,0.46108
drop_20pct,1,イヌガミ,Inugami,552,boundary,56,82.896,0.67555,-3.39,0.002
drop_20pct,1,イヌガミ,Inugami,552,livelihood,78,91.976,0.84805,-1.6747,0.04591
drop_20pct,1,イヌガミ,Inugami,552,dwelling,201,132.288,1.51941,6.6994,0.002
drop_20pct,1,イヌガミ,Inugami,552,death_ritual,46,74.198,0.61996,-3.6165,0.002
drop_20pct,1,イヌガミ,Inugami,552,taboo_time_weather,92,111.344,0.82627,-2.1479,0.01397
drop_20pct,1,イヌガミ,Inugami,552,actors,81,104.704,0.77361,-2.773,0.00399
drop_20pct,1,イヌガミ,Inugami,552,actions,15,30.268,0.49557,-2.9256,0.00399
drop_20pct,1,イヌガミ,Inugami,552,strict_boundary_interface,90,111.898,0.8043,-2.4723,0.00599
drop_20pct,1,ネコ,Neko,466,hydrology,50,77.19,0.64775,-3.5242,0.002
drop_20pct,1,ネコ,Neko,466,mobility,42,51.454,0.81626,-1.463,0.08184
drop_20pct,1,ネコ,Neko,466,boundary,81,74.75,1.08361,0.8025,0.21357
drop_20pct,1,ネコ,Neko,466,livelihood,44,84.552,0.52039,-5.1819,0.002
drop_20pct,1,ネコ,Neko,466,dwelling,135,118.17,1.14242,1.7929,0.0479
drop_20pct,1,ネコ,Neko,466,death_ritual,139,61.562,2.25789,11.1269,0.002
drop_20pct,1,ネコ,Neko,466,taboo_time_weather,116,96.376,1.20362,2.3287,0.01597
drop_20pct,1,ネコ,Neko,466,actors,69,94.154,0.73284,-2.9122,0.002
drop_20pct,1,ネコ,Neko,466,actions,23,24.074,0.95539,-0.2207,0.44711
drop_20pct,1,ネコ,Neko,466,strict_boundary_interface,105,98.396,1.06712,0.7577,0.2475
drop_20pct,1,ヒノタマ,Hitodama,249,hydrology,33,38.482,0.85754,-1.0206,0.16766
drop_20pct,1,ヒノタマ,Hitodama,249,mobility,26,26.948,0.96482,-0.1918,0.49102
drop_20pct,1,ヒノタマ,Hitodama,249,boundary,48,37.474,1.28089,1.8069,0.05589
drop_20pct,1,ヒノタマ,Hitodama,249,livelihood,21,41.464,0.50646,-3.4183,0.00399
drop_20pct,1,ヒノタマ,Hitodama,249,dwelling,55,59.314,0.92727,-0.6501,0.26347
drop_20pct,1,ヒノタマ,Hitodama,249,death_ritual,46,36.668,1.2545,1.7332,0.05988
drop_20pct,1,ヒノタマ,Hitodama,249,taboo_time_weather,80,50.016,1.59949,4.8602,0.002
drop_20pct,1,ヒノタマ,Hitodama,249,actors,31,49.102,0.63134,-2.9058,0.002
drop_20pct,1,ヒノタマ,Hitodama,249,actions,13,13.574,0.95771,-0.1717,0.52495
drop_20pct,1,ヒノタマ,Hitodama,249,strict_boundary_interface,53,50.554,1.04838,0.3977,0.3493
drop_20pct,2,その他,Other,19084,hydrology,2950,3319.438,0.8887,-10.9358,0.002
drop_20pct,2,その他,Other,19084,mobility,2499,2645.41,0.94466,-4.9456,0.002
drop_20pct,2,その他,Other,19084,boundary,2669,2386.362,1.11844,10.2252,0.002
drop_20pct,2,その他,Other,19084,livelihood,3339,3461.838,0.96452,-3.6022,0.002
drop_20pct,2,その他,Other,19084,dwelling,4835,4717.96,1.02481,2.946,0.002
drop_20pct,2,その他,Other,19084,death_ritual,2297,2515.0,0.91332,-7.3041,0.002
drop_20pct,2,その他,Other,19084,taboo_time_weather,1265,1164.758,1.08606,4.7245,0.002
drop_20pct,2,その他,Other,19084,actors,3579,3750.814,0.95419,-4.8489,0.002
drop_20pct,2,その他,Other,19084,actions,1753,1673.714,1.04737,3.2001,0.002
drop_20pct,2,その他,Other,19084,strict_boundary_interface,3379,3596.938,0.93941,-6.2775,0.002
drop_20pct,2,キツネ,Kitsune,3618,hydrology,394,651.482,0.60477,-12.3256,0.002
drop_20pct,2,キツネ,Kitsune,3618,mobility,659,484.072,1.36137,8.6059,0.002
drop_20pct,2,キツネ,Kitsune,3618,boundary,250,450.052,0.55549,-11.1658,0.002
drop_20pct,2,キツネ,Kitsune,3618,livelihood,849,671.314,1.26468,8.2392,0.002
drop_20pct,2,キツネ,Kitsune,3618,dwelling,862,904.984,0.9525,-1.8182,0.05389
drop_20pct,2,キツネ,Kitsune,3618,death_ritual,172,464.768,0.37008,-16.5225,0.002
drop_20pct,2,キツネ,Kitsune,3618,taboo_time_weather,160,213.168,0.75058,-3.9301,0.002
drop_20pct,2,キツネ,Kitsune,3618,actors,632,686.116,0.92113,-2.456,0.00998
drop_20pct,2,キツネ,Kitsune,3618,actions,260,363.24,0.71578,-6.2364,0.002
drop_20pct,2,キツネ,Kitsune,3618,strict_boundary_interface,570,674.122,0.84554,-4.9053,0.002
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,hydrology,676,406.504,1.66296,15.7767,0.002
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,mobility,293,316.308,0.92631,-1.4591,0.08184
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,boundary,299,293.082,1.02019,0.3999,0.3513
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,livelihood,422,422.776,0.99816,-0.0431,0.49102
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,dwelling,546,569.9,0.95806,-1.191,0.12176
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,death_ritual,210,296.45,0.70838,-5.8891,0.002
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,taboo_time_weather,165,141.208,1.16849,2.1202,0.02794
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,actors,655,455.15,1.43909,10.7528,0.002
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,actions,109,201.68,0.54046,-7.0751,0.002
drop_20pct,2,ヘビ・リュウ,Snake/Dragon,2335,strict_boundary_interface,502,432.404,1.16095,3.9108,0.002
drop_20pct,2,ユウレイ,Yurei,1641,hydrology,171,284.496,0.60106,-7.802,0.002
drop_20pct,2,ユウレイ,Yurei,1641,mobility,324,230.838,1.40358,6.551,0.002
drop_20pct,2,ユウレイ,Yurei,1641,boundary,290,201.036,1.44253,7.1744,0.002
drop_20pct,2,ユウレイ,Yurei,1641,livelihood,137,276.892,0.49478,-9.2092,0.002
drop_20pct,2,ユウレイ,Yurei,1641,dwelling,455,397.398,1.14495,3.3154,0.002
drop_20pct,2,ユウレイ,Yurei,1641,death_ritual,1180,237.322,4.97215,71.3914,0.002
drop_20pct,2,ユウレイ,Yurei,1641,taboo_time_weather,95,99.474,0.95502,-0.4777,0.33134
drop_20pct,2,ユウレイ,Yurei,1641,actors,283,306.394,0.92365,-1.4983,0.07984
drop_20pct,2,ユウレイ,Yurei,1641,actions,353,180.966,1.95064,14.6643,0.002
drop_20pct,2,ユウレイ,Yurei,1641,strict_boundary_interface,432,305.6,1.41361,8.2469,0.002
drop_20pct,2,カッパ,Kappa,1412,hydrology,1085,286.96,3.78101,57.2447,0.002
drop_20pct,2,カッパ,Kappa,1412,mobility,126,198.776,0.63388,-5.9655,0.002
drop_20pct,2,カッパ,Kappa,1412,boundary,122,167.496,0.72838,-3.9939,0.002
drop_20pct,2,カッパ,Kappa,1412,livelihood,386,250.12,1.54326,10.0476,0.002
drop_20pct,2,カッパ,Kappa,1412,dwelling,247,334.26,0.73895,-5.7563,0.002
drop_20pct,2,カッパ,Kappa,1412,death_ritual,97,186.184,0.52099,-7.175,0.002
drop_20pct,2,カッパ,Kappa,1412,taboo_time_weather,57,87.006,0.65513,-3.6588,0.002
drop_20pct,2,カッパ,Kappa,1412,actors,345,273.212,1.26276,5.2095,0.002
drop_20pct,2,カッパ,Kappa,1412,actions,102,126.746,0.80476,-2.545,0.00998
drop_20pct,2,カッパ,Kappa,1412,strict_boundary_interface,489,277.03,1.76515,15.6325,0.002
drop_20pct,2,タヌキ,Tanuki,1268,hydrology,138,212.146,0.6505,-5.8975,0.002
drop_20pct,2,タヌキ,Tanuki,1268,mobility,241,179.354,1.34371,5.1103,0.002
drop_20pct,2,タヌキ,Tanuki,1268,boundary,95,161.55,0.58805,-5.6416,0.002
drop_20pct,2,タヌキ,Tanuki,1268,livelihood,184,222.712,0.82618,-2.9378,0.002
drop_20pct,2,タヌキ,Tanuki,1268,dwelling,309,310.95,0.99373,-0.1296,0.46707
drop_20pct,2,タヌキ,Tanuki,1268,death_ritual,64,163.958,0.39034,-8.1863,0.002
drop_20pct,2,タヌキ,Tanuki,1268,taboo_time_weather,52,79.024,0.65803,-3.2237,0.002
drop_20pct,2,タヌキ,Tanuki,1268,actors,261,242.808,1.07492,1.3399,0.0998
drop_20pct,2,タヌキ,Tanuki,1268,actions,154,114.71,1.34252,3.9363,0.002
drop_20pct,2,タヌキ,Tanuki,1268,strict_boundary_interface,198,237.744,0.83283,-2.9583,0.002
drop_20pct,2,テング,Tengu,1224,hydrology,146,209.398,0.69724,-5.0507,0.002
drop_20pct,2,テング,Tengu,1224,mobility,115,161.916,0.71024,-4.1702,0.002
drop_20pct,2,テング,Tengu,1224,boundary,112,152.072,0.73649,-3.5198,0.002
drop_20pct,2,テング,Tengu,1224,livelihood,175,213.162,0.82097,-2.8231,0.00399
drop_20pct,2,テング,Tengu,1224,dwelling,205,290.422,0.70587,-6.2495,0.002
drop_20pct,2,テング,Tengu,1224,death_ritual,33,153.444,0.21506,-10.6759,0.002
drop_20pct,2,テング,Tengu,1224,taboo_time_weather,57,74.306,0.7671,-2.0881,0.01597
drop_20pct,2,テング,Tengu,1224,actors,247,233.042,1.05989,1.0198,0.16567
drop_20pct,2,テング,Tengu,1224,actions,109,109.416,0.9962,-0.041,0.51697
drop_20pct,2,テング,Tengu,1224,strict_boundary_interface,188,220.166,0.8539,-2.5348,0.00798
drop_20pct,2,オニ,Oni,807,hydrology,114,141.638,0.80487,-2.567,0.00599
drop_20pct,2,オニ,Oni,807,mobility,137,111.052,1.23366,2.7744,0.00599
drop_20pct,2,オニ,Oni,807,boundary,115,101.052,1.13803,1.4918,0.07186
drop_20pct,2,オニ,Oni,807,livelihood,172,146.854,1.17123,2.4028,0.01996
drop_20pct,2,オニ,Oni,807,dwelling,235,196.496,1.19595,3.2094,0.002
drop_20pct,2,オニ,Oni,807,death_ritual,79,104.164,0.75842,-2.7289,0.00998
drop_20pct,2,オニ,Oni,807,taboo_time_weather,22,48.19,0.45653,-3.703,0.002
drop_20pct,2,オニ,Oni,807,actors,160,156.218,1.02421,0.3229,0.37525
drop_20pct,2,オニ,Oni,807,actions,47,68.958,0.68157,-2.8092,0.00399
drop_20pct,2,オニ,Oni,807,strict_boundary_interface,175,151.872,1.15229,2.2207,0.01996
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,hydrology,81,137.472,0.58921,-5.4693,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,mobility,43,95.972,0.44805,-5.8922,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,boundary,77,86.99,0.88516,-1.157,0.15369
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,livelihood,211,133.356,1.58223,7.8675,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,dwelling,121,172.834,0.70009,-4.6139,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,death_ritual,18,88.2,0.20408,-7.8673,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,taboo_time_weather,94,44.464,2.11407,7.9688,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,actors,152,139.994,1.08576,1.1699,0.12176
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,actions,21,60.384,0.34777,-5.5447,0.002
drop_20pct,2,ヤマノカミ,Yama-no-kami,722,strict_boundary_interface,129,134.688,0.95777,-0.5719,0.31737
drop_20pct,2,イヌガミ,Inugami,552,hydrology,37,96.186,0.38467,-7.0359,0.002
drop_20pct,2,イヌガミ,Inugami,552,mobility,97,78.25,1.23962,2.3004,0.00998
drop_20pct,2,イヌガミ,Inugami,552,boundary,57,68.764,0.82892,-1.4886,0.07984
drop_20pct,2,イヌガミ,Inugami,552,livelihood,82,96.742,0.84762,-1.6996,0.04391
drop_20pct,2,イヌガミ,Inugami,552,dwelling,201,134.194,1.49783,6.4511,0.002
drop_20pct,2,イヌガミ,Inugami,552,death_ritual,41,70.496,0.58159,-3.8155,0.002
drop_20pct,2,イヌガミ,Inugami,552,taboo_time_weather,22,34.86,0.6311,-2.2606,0.01397
drop_20pct,2,イヌガミ,Inugami,552,actors,74,102.41,0.72259,-3.2905,0.002
drop_20pct,2,イヌガミ,Inugami,552,actions,24,48.89,0.4909,-4.1176,0.002
drop_20pct,2,イヌガミ,Inugami,552,strict_boundary_interface,109,105.924,1.02904,0.3503,0.37126
drop_20pct,2,ネコ,Neko,466,hydrology,49,84.378,0.58072,-4.3954,0.002
drop_20pct,2,ネコ,Neko,466,mobility,41,64.6,0.63467,-3.3088,0.002
drop_20pct,2,ネコ,Neko,466,boundary,35,58.998,0.59324,-3.2943,0.002
drop_20pct,2,ネコ,Neko,466,livelihood,49,88.774,0.55196,-4.9439,0.002
drop_20pct,2,ネコ,Neko,466,dwelling,136,119.656,1.13659,1.7416,0.05788
drop_20pct,2,ネコ,Neko,466,death_ritual,139,58.836,2.3625,11.6462,0.002
drop_20pct,2,ネコ,Neko,466,taboo_time_weather,32,27.96,1.14449,0.8041,0.22555
drop_20pct,2,ネコ,Neko,466,actors,72,92.282,0.78022,-2.3042,0.01198
drop_20pct,2,ネコ,Neko,466,actions,37,37.486,0.98704,-0.0825,0.52096
drop_20pct,2,ネコ,Neko,466,strict_boundary_interface,60,89.942,0.6671,-3.5094,0.002
drop_20pct,2,ヒノタマ,Hitodama,249,hydrology,33,43.902,0.75167,-1.8947,0.03792
drop_20pct,2,ヒノタマ,Hitodama,249,mobility,27,35.452,0.76159,-1.5869,0.06786
drop_20pct,2,ヒノタマ,Hitodama,249,boundary,37,30.546,1.21129,1.1525,0.14571
drop_20pct,2,ヒノタマ,Hitodama,249,livelihood,22,43.46,0.50621,-3.5176,0.00399
drop_20pct,2,ヒノタマ,Hitodama,249,dwelling,57,59.946,0.95086,-0.4437,0.35329
drop_20pct,2,ヒノタマ,Hitodama,249,death_ritual,44,35.178,1.25078,1.6543,0.06986
drop_20pct,2,ヒノタマ,Hitodama,249,taboo_time_weather,9,15.582,0.57759,-1.7211,0.05589
drop_20pct,2,ヒノタマ,Hitodama,249,actors,26,47.56,0.54668,-3.5864,0.002
drop_20pct,2,ヒノタマ,Hitodama,249,actions,42,24.81,1.69287,3.8768,0.002
drop_20pct,2,ヒノタマ,Hitodama,249,strict_boundary_interface,43,47.57,0.90393,-0.7214,0.2495
drop_20pct,3,その他,Other,19084,hydrology,3376,3826.692,0.88222,-12.381,0.002
drop_20pct,3,その他,Other,19084,mobility,2461,2629.422,0.93595,-5.3577,0.002
drop_20pct,3,その他,Other,19084,boundary,2577,2286.432,1.12708,10.9196,0.002
drop_20pct,3,その他,Other,19084,livelihood,3196,3205.942,0.9969,-0.2979,0.37325
drop_20pct,3,その他,Other,19084,dwelling,2169,1906.448,1.13772,9.7816,0.002
drop_20pct,3,その他,Other,19084,death_ritual,2214,2422.02,0.91411,-7.1804,0.002
drop_20pct,3,その他,Other,19084,taboo_time_weather,3405,3551.72,0.95869,-4.1041,0.002
drop_20pct,3,その他,Other,19084,actors,4243,4383.85,0.96787,-3.9357,0.002
drop_20pct,3,その他,Other,19084,actions,1862,1790.668,1.03984,2.719,0.00399
drop_20pct,3,その他,Other,19084,strict_boundary_interface,3484,3779.39,0.92184,-8.2692,0.002
drop_20pct,3,キツネ,Kitsune,3618,hydrology,439,755.922,0.58075,-14.4743,0.002
drop_20pct,3,キツネ,Kitsune,3618,mobility,719,497.826,1.44428,11.1589,0.002
drop_20pct,3,キツネ,Kitsune,3618,boundary,263,425.926,0.61748,-9.4635,0.002
drop_20pct,3,キツネ,Kitsune,3618,livelihood,578,615.162,0.93959,-1.7679,0.04391
drop_20pct,3,キツネ,Kitsune,3618,dwelling,222,375.796,0.59075,-9.7355,0.002
drop_20pct,3,キツネ,Kitsune,3618,death_ritual,173,446.524,0.38744,-15.4526,0.002
drop_20pct,3,キツネ,Kitsune,3618,taboo_time_weather,664,648.316,1.02419,0.7031,0.25349
drop_20pct,3,キツネ,Kitsune,3618,actors,689,802.322,0.85876,-4.8471,0.002
drop_20pct,3,キツネ,Kitsune,3618,actions,279,382.496,0.72942,-6.0058,0.002
drop_20pct,3,キツネ,Kitsune,3618,strict_boundary_interface,600,713.426,0.84101,-5.3368,0.002
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,hydrology,1046,472.524,2.21364,30.7372,0.002
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,mobility,298,316.75,0.94081,-1.1916,0.12974
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,boundary,321,283.024,1.13418,2.5982,0.01198
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,livelihood,413,388.494,1.06308,1.378,0.08982
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,dwelling,192,230.372,0.83343,-2.6885,0.00399
drop_20pct,3,ヘビ・リュウ,Snake/Dragon,2335,death_ritual,199,285.374,0.69733,-5.8442,0.002
